1,100,961.0777533054352,60642470,0.10032391396556496,0.9878266018072244
2,100,606.6743295192719,60642470,0.09678246850996701,0.9886708772136529
3,100,440.59071373939514,60642470,0.10056875109023784,0.9877671117694531
4,100,369.15767765045166,60642470,0.09820080700781336,0.9883363895178405
1,100,952.9168066978455,60642470,0.10032391396556496,0.9878266018072244
2,100,609.787027835846,60642470,0.09678246850996701,0.9886708772136529
3,100,438.5165219306946,60642470,0.10056875109023784,0.9877671117694531
4,100,366.84361743927,60642470,0.09820080700781336,0.9883363895178405
1,100,974.681056022644,60642470,0.10032391396556496,0.9878266018072244
2,100,612.383810043335,60642470,0.09678246850996701,0.9886708772136529
3,100,444.825168132782,60642470,0.10056875109023784,0.9877671117694531
4,100,378.28097319602966,60642470,0.09820080700781336,0.9883363895178405
1,100,969.6607151031494,60642470,0.10032391396556496,0.9878266018072244
2,100,612.001992225647,60642470,0.09678246850996701,0.9886708772136529
3,100,442.0669813156128,60642470,0.10056875109023784,0.9877671117694531
4,100,372.04250288009644,60642470,0.09820080700781336,0.9883363895178405
1,100,966.0481922626495,60642470,0.10032391396556496,0.9878266018072244
2,100,621.3129642009735,60642470,0.09678246850996701,0.9886708772136529
3,100,446.8822796344757,60642470,0.10056875109023784,0.9877671117694531
4,100,361.26571226119995,60642470,0.09820080700781336,0.9883363895178405
